Tag	VR	Name	
(0018,9607)	FD	Diffusion b-value ZZ	
(0018,9621)	SQ	Functional MR Sequence	
(0018,9622)	CS	Functional Settling Phase Frames Present	
(0018,9623)	DT	Functional Sync Pulse	
(0018,9624)	CS	Settling Phase Frame	
(0018,9701)	DT	Decay Correction DateTime	
(0018,9715)	FD	Start Density Threshold	
(0018,9716)	FD	Start Relative Density Difference Threshold	
(0018,9717)	FD	Start Cardiac Trigger Count Threshold	
(0018,9718)	FD	Start Respiratory Trigger Count Threshold	
(0018,9719)	FD	Termination Counts Threshold	
(0018,9720)	FD	Termination Density Threshold	
(0018,9721)	FD	Termination Relative Density Threshold	
(0018,9722)	FD	Termination Time Threshold	
(0018,9723)	FD	Termination Cardiac Trigger Count Threshold	
(0018,9724)	FD	Termination Respiratory Trigger Count Threshold	
(0018,9725)	CS	Detector Geometry	
(0018,9726)	FD	Transverse Detector Separation	
(0018,9727)	FD	Axial Detector Dimension	
(0018,9729)	US	Radiopharmaceutical Agent Number	
(0018,9732)	SQ	PET Frame Acquisition Sequence	
(0018,9733)	SQ	PET Detector Motion Details Sequence	
(0018,9734)	SQ	PET Table Dynamics Sequence	
(0018,9735)	SQ	PET Position Sequence	
(0018,9736)	SQ	PET Frame Correction Factors Sequence	
(0018,9737)	SQ	Radiopharmaceutical Usage Sequence	
(0018,9738)	CS	Attenuation Correction Source	
(0018,9739)	US	Number of Iterations	
(0018,9740)	US	Number of Subsets	
(0018,9749)	SQ	PET Reconstruction Sequence	
(0018,9751)	SQ	PET Frame Type Sequence	
(0018,9755)	CS	Time of Flight Information Used	
(0018,9756)	CS	Reconstruction Type	
(0018,9758)	CS	Decay Corrected	
(0018,9759)	CS	Attenuation Corrected	
(0018,9760)	CS	Scatter Corrected	
(0018,9761)	CS	Dead Time Corrected	
(0018,9762)	CS	Gantry Motion Corrected	
(0018,9763)	CS	Patient Motion Corrected	
(0018,9764)	CS	Count Loss Normalization Corrected	
(0018,9765)	CS	Randoms Corrected	
(0018,9766)	CS	Non-uniform Radial Sampling Corrected	
(0018,9767)	CS	Sensitivity Calibrated	
(0018,9768)	CS	Detector Normalization Correction	
(0018,9769)	CS	Iterative Reconstruction Method	
(0018,9770)	CS	Attenuation Correction Temporal Relationship	
(0018,9771)	SQ	Patient Physiological State Sequence	
(0018,9772)	SQ	Patient Physiological State Code Sequence	
(0018,9801)	FD	Depth(s) of Focus	
(0018,9803)	SQ	Excluded Intervals Sequence	
(0018,9804)	DT	Exclusion Start DateTime	
(0018,9805)	FD	Exclusion Duration	
(0018,9806)	SQ	US Image Description Sequence	
(0018,9807)	SQ	Image Data Type Sequence	
(0018,9808)	CS	Data Type	
(0018,9809)	SQ	Transducer Scan Pattern Code Sequence	
(0018,980B)	CS	Aliased Data Type	
(0018,980C)	CS	Position Measuring Device Used	
(0018,980D)	SQ	Transducer Geometry Code Sequence	
(0018,980E)	SQ	Transducer Beam Steering Code Sequence	
(0018,980F)	SQ	Transducer Application Code Sequence	
(0018,9810)	US or SS	Zero Velocity Pixel Value	
(0018,A001)	SQ	Contributing Equipment Sequence	
(0018,A002)	DT	Contribution DateTime	
(0018,A003)	ST	Contribution Description	
(0020,000D)	UI	Study Instance UID	
(0020,000E)	UI	Series Instance UID	
(0020,0010)	SH	Study ID	
(0020,0011)	IS	Series Number	
(0020,0012)	IS	Acquisition Number	
(0020,0013)	IS	Instance Number	
(0020,0014)	IS	Isotope Number	Retired
(0020,0015)	IS	Phase Number	Retired
(0020,0016)	IS	Interval Number	Retired
(0020,0017)	IS	Time Slot Number	Retired
(0020,0018)	IS	Angle Number	Retired
(0020,0019)	IS	Item Number	
(0020,0020)	CS	Patient Orientation	
(0020,0022)	IS	Overlay Number	Retired
(0020,0024)	IS	Curve Number	Retired
(0020,0026)	IS	LUT Number	Retired
(0020,0030)	DS	Image Position	Retired
(0020,0032)	DS	Image Position (Patient)	
(0020,0035)	DS	Image Orientation	Retired
(0020,0037)	DS	Image Orientation (Patient)	
(0020,0050)	DS	Location	Retired
(0020,0052)	UI	Frame of Reference UID	
(0020,0060)	CS	Laterality	
(0020,0062)	CS	Image Laterality	
(0020,0070)	LO	Image Geometry Type	Retired
(0020,0080)	CS	Masking Image	Retired
(0020,00AA)	IS	Report Number	Retired
(0020,0100)	IS	Temporal Position Identifier	
(0020,0105)	IS	Number of Temporal Positions	
(0020,0110)	DS	Temporal Resolution	
(0020,0200)	UI	Synchronization Frame of Reference UID	
(0020,0242)	UI	SOP Instance UID of Concatenation Source	
(0020,1000)	IS	Series in Study	Retired
(0020,1001)	IS	Acquisitions in Series	Retired
(0020,1002)	IS	Images in Acquisition	
(0020,1003)	IS	Images in Series	Retired
(0020,1004)	IS	Acquisitions in Study	Retired
(0020,1005)	IS	Images in Study	Retired
(0020,1020)	LO	Reference	Retired
(0020,1040)	LO	Position Reference Indicator	
(0020,1041)	DS	Slice Location	
(0020,1070)	IS	Other Study Numbers	Retired
(0020,1200)	IS	Number of Patient Related Studies	
(0020,1202)	IS	Number of Patient Related Series	
(0020,1204)	IS	Number of Patient Related Instances	
(0020,1206)	IS	Number of Study Related Series	
(0020,1208)	IS	Number of Study Related Instances	
(0020,1209)	IS	Number of Series Related Instances	
(0020,31xx)	CS	Source Image IDs	Retired
(0020,3401)	CS	Modifying Device ID	Retired
(0020,3402)	CS	Modified Image ID	Retired
(0020,3403)	DA	Modified Image Date	Retired
(0020,3404)	LO	Modifying Device Manufacturer	Retired
(0020,3405)	TM	Modified Image Time	Retired
(0020,3406)	LO	Modified Image Description	Retired
(0020,4000)	LT	Image Comments	
(0020,5000)	AT	Original Image Identification	Retired
(0020,5002)	LO	Original Image Identification Nomenclature	Retired
(0020,9056)	SH	Stack ID	
(0020,9057)	UL	In-Stack Position Number	
(0020,9071)	SQ	Frame Anatomy Sequence	
(0020,9072)	CS	Frame Laterality	
(0020,9111)	SQ	Frame Content Sequence	
(0020,9113)	SQ	Plane Position Sequence	
(0020,9116)	SQ	Plane Orientation Sequence	
(0020,9128)	UL	Temporal Position Index	
(0020,9153)	FD	Nominal Cardiac Trigger Delay Time	
(0020,9154)	FL	Nominal Cardiac Trigger Time Prior To R-Peak	
(0020,9155)	FL	Actual Cardiac Trigger Time Prior To R-Peak	
(0020,9156)	US	Frame Acquisition Number	
(0020,9157)	UL	Dimension Index Values	
(0020,9158)	LT	Frame Comments	
(0020,9161)	UI	Concatenation UID	
(0020,9162)	US	In-concatenation Number	
(0020,9163)	US	In-concatenation Total Number	
(0020,9164)	UI	Dimension Organization UID	
(0020,9165)	AT	Dimension Index Pointer	
(0020,9167)	AT	Functional Group Pointer	
(0020,9170)	SQ	Unassigned Shared Converted Attributes Sequence	
(0020,9171)	SQ	Unassigned Per-Frame Converted Attributes Sequence	
(0020,9172)	SQ	Conversion Source Attributes Sequence	
(0020,9213)	LO	Dimension Index Private Creator	
(0020,9221)	SQ	Dimension Organization Sequence	
(0020,9222)	SQ	Dimension Index Sequence	
(0020,9228)	UL	Concatenation Frame Offset Number	
(0020,9238)	LO	Functional Group Private Creator	
(0020,9241)	FL	Nominal Percentage of Cardiac Phase	
(0020,9245)	FL	Nominal Percentage of Respiratory Phase	
(0020,9246)	FL	Starting Respiratory Amplitude	
(0020,9247)	CS	Starting Respiratory Phase	
(0020,9248)	FL	Ending Respiratory Amplitude	
(0020,9249)	CS	Ending Respiratory Phase	
(0020,9250)	CS	Respiratory Trigger Type	
(0020,9251)	FD	R-R Interval Time Nominal	
(0020,9252)	FD	Actual Cardiac Trigger Delay Time	
(0020,9253)	SQ	Respiratory Synchronization Sequence	
(0020,9254)	FD	Respiratory Interval Time	
(0020,9255)	FD	Nominal Respiratory Trigger Delay Time	
(0020,9256)	FD	Respiratory Trigger Delay Threshold	
(0020,9257)	FD	Actual Respiratory Trigger Delay Time	
(0020,9301)	FD	Image Position (Volume)	
(0020,9302)	FD	Image Orientation (Volume)	
(0020,9307)	CS	Ultrasound Acquisition Geometry	
(0020,9308)	FD	Apex Position	
(0020,9309)	FD	Volume to Transducer Mapping Matrix	
(0020,930A)	FD	Volume to Table Mapping Matrix	
(0020,930B)	CS	Volume to Transducer Relationship	
(0020,930C)	CS	Patient Frame of Reference Source	
(0020,930D)	FD	Temporal Position Time Offset	
(0020,930E)	SQ	Plane Position (Volume) Sequence	
(0020,930F)	SQ	Plane Orientation (Volume) Sequence	
(0020,9310)	SQ	Temporal Position Sequence	
(0020,9311)	CS	Dimension Organization Type	
(0020,9312)	UI	Volume Frame of Reference UID	
(0020,9313)	UI	Table Frame of Reference UID	
(0020,9421)	LO	Dimension Description Label	
(0020,9450)	SQ	Patient Orientation in Frame Sequence	
(0020,9453)	LO	Frame Label	
(0020,9518)	US	Acquisition Index	
(0020,9529)	SQ	Contributing SOP Instances Reference Sequence	
(0020,9536)	US	Reconstruction Index	
(0022,0001)	US	Light Path Filter Pass-Through Wavelength	
(0022,0002)	US	Light Path Filter Pass Band	
(0022,0003)	US	Image Path Filter Pass-Through Wavelength	
(0022,0004)	US	Image Path Filter Pass Band	
(0022,0005)	CS	Patient Eye Movement Commanded	
(0022,0006)	SQ	Patient Eye Movement Command Code Sequence	
(0022,0007)	FL	Spherical Lens Power	
(0022,0008)	FL	Cylinder Lens Power	
(0022,0009)	FL	Cylinder Axis	
(0022,000A)	FL	Emmetropic Magnification	
(0022,000B)	FL	Intra Ocular Pressure	
(0022,000C)	FL	Horizontal Field of View	
(0022,000D)	CS	Pupil Dilated	
(0022,000E)	FL	Degree of Dilation	
(0022,0010)	FL	Stereo Baseline Angle	
(0022,0011)	FL	Stereo Baseline Displacement	
(0022,0012)	FL	Stereo Horizontal Pixel Offset	
(0022,0013)	FL	Stereo Vertical Pixel Offset	
(0022,0014)	FL	Stereo Rotation	
(0022,0015)	SQ	Acquisition Device Type Code Sequence	
(0022,0016)	SQ	Illumination Type Code Sequence	
(0022,0017)	SQ	Light Path Filter Type Stack Code Sequence	
(0022,0018)	SQ	Image Path Filter Type Stack Code Sequence	
(0022,0019)	SQ	Lenses Code Sequence	
(0022,001A)	SQ	Channel Description Code Sequence	
(0022,001B)	SQ	Refractive State Sequence	
(0022,001C)	SQ	Mydriatic Agent Code Sequence	
(0022,001D)	SQ	Relative Image Position Code Sequence	
(0022,001E)	FL	Camera Angle of View	
(0022,0020)	SQ	Stereo Pairs Sequence	
(0022,0021)	SQ	Left Image Sequence	
(0022,0022)	SQ	Right Image Sequence	
(0022,0028)	CS	Stereo Pairs Present	
(0022,0030)	FL	Axial Length of the Eye	
(0022,0031)	SQ	Ophthalmic Frame Location Sequence	
(0022,0032)	FL	Reference Coordinates	
(0022,0035)	FL	Depth Spatial Resolution	
(0022,0036)	FL	Maximum Depth Distortion	
(0022,0037)	FL	Along-scan Spatial Resolution	
(0022,0038)	FL	Maximum Along-scan Distortion	
(0022,0039)	CS	Ophthalmic Image Orientation	
(0022,0041)	FL	Depth of Transverse Image	
(0022,0042)	SQ	Mydriatic Agent Concentration Units Sequence	
(0022,0048)	FL	Across-scan Spatial Resolution	
(0022,0049)	FL	Maximum Across-scan Distortion	
(0022,004E)	DS	Mydriatic Agent Concentration	
(0022,0055)	FL	Illumination Wave Length	
(0022,0056)	FL	Illumination Power	
(0022,0057)	FL	Illumination Bandwidth	
(0022,0058)	SQ	Mydriatic Agent Sequence	
(0022,1007)	SQ	Ophthalmic Axial Measurements Right Eye Sequence	
(0022,1008)	SQ	Ophthalmic Axial Measurements Left Eye Sequence	
(0022,1009)	CS	Ophthalmic Axial Measurements Device Type	
(0022,1010)	CS	Ophthalmic Axial Length Measurements Type	
(0022,1012)	SQ	Ophthalmic Axial Length Sequence	
(0022,1019)	FL	Ophthalmic Axial Length	
(0022,1024)	SQ	Lens Status Code Sequence	
(0022,1025)	SQ	Vitreous Status Code Sequence	
(0022,1028)	SQ	IOL Formula Code Sequence	
(0022,1029)	LO	IOL Formula Detail	
(0022,1033)	FL	Keratometer Index	
(0022,1035)	SQ	Source of Ophthalmic Axial Length Code Sequence	
(0022,1037)	FL	Target Refraction	
(0022,1039)	CS	Refractive Procedure Occurred	
(0022,1040)	SQ	Refractive Surgery Type Code Sequence	
(0022,1044)	SQ	Ophthalmic Ultrasound Method Code Sequence	
(0022,1050)	SQ	Ophthalmic Axial Length Measurements Sequence	
(0022,1053)	FL	IOL Power	
(0022,1054)	FL	Predicted Refractive Error	
(0022,1059)	FL	Ophthalmic Axial Length Velocity	
(0022,1065)	LO	Lens Status Description	
(0022,1066)	LO	Vitreous Status Description	
(0022,1090)	SQ	IOL Power Sequence	
(0022,1092)	SQ	Lens Constant Sequence	
(0022,1093)	LO	IOL Manufacturer	
(0022,1094)	LO	Lens Constant Description	Retired
(0022,1095)	LO	Implant Name	
(0022,1096)	SQ	Keratometry Measurement Type Code Sequence	
(0022,1097)	LO	Implant Part Number	
(0022,1100)	SQ	Referenced Ophthalmic Axial Measurements Sequence	
(0022,1101)	SQ	Ophthalmic Axial Length Measurements Segment Name Code Sequence	
(0022,1103)	SQ	Refractive Error Before Refractive Surgery Code Sequence	
(0022,1121)	FL	IOL Power For Exact Emmetropia	
(0022,1122)	FL	IOL Power For Exact Target Refraction	
(0022,1125)	SQ	Anterior Chamber Depth Definition Code Sequence	
(0022,1127)	SQ	Lens Thickness Sequence	
(0022,1128)	SQ	Anterior Chamber Depth Sequence	
(0022,1130)	FL	Lens Thickness	
(0022,1131)	FL	Anterior Chamber Depth	
(0022,1132)	SQ	Source of Lens Thickness Data Code Sequence	
(0022,1133)	SQ	Source of Anterior Chamber Depth Data Code Sequence	
(0022,1134)	SQ	Source of Refractive Measurements Sequence	
(0022,1135)	SQ	Source of Refractive Measurements Code Sequence	
(0022,1140)	CS	Ophthalmic Axial Length Measurement Modified	
(0022,1150)	SQ	Ophthalmic Axial Length Data Source Code Sequence	
(0022,1153)	SQ	Ophthalmic Axial Length Acquisition Method Code Sequence	Retired
(0022,1155)	FL	Signal to Noise Ratio	
(0022,1159)	LO	Ophthalmic Axial Length Data Source Description	
(0022,1210)	SQ	Ophthalmic Axial Length Measurements Total Length Sequence	
(0022,1211)	SQ	Ophthalmic Axial Length Measurements Segmental Length Sequence	
(0022,1212)	SQ	Ophthalmic Axial Length Measurements Length Summation Sequence	
(0022,1220)	SQ	Ultrasound Ophthalmic Axial Length Measurements Sequence	
(0022,1225)	SQ	Optical Ophthalmic Axial Length Measurements Sequence	
(0022,1230)	SQ	Ultrasound Selected Ophthalmic Axial Length Sequence	
(0022,1250)	SQ	Ophthalmic Axial Length Selection Method Code Sequence	
(0022,1255)	SQ	Optical Selected Ophthalmic Axial Length Sequence	
(0022,1257)	SQ	Selected Segmental Ophthalmic Axial Length Sequence	
(0022,1260)	SQ	Selected Total Ophthalmic Axial Length Sequence	
(0022,1262)	SQ	Ophthalmic Axial Length Quality Metric Sequence	
(0022,1265)	SQ	Ophthalmic Axial Length Quality Metric Type Code Sequence	Retired
(0022,1273)	LO	Ophthalmic Axial Length Quality Metric Type Description	Retired
(0022,1300)	SQ	Intraocular Lens Calculations Right Eye Sequence	
(0022,1310)	SQ	Intraocular Lens Calculations Left Eye Sequence	
(0022,1330)	SQ	Referenced Ophthalmic Axial Length Measurement QC Image Sequence	
(0022,1415)	CS	Ophthalmic Mapping Device Type	
(0022,1420)	SQ	Acquisition Method Code Sequence	
(0022,1423)	SQ	Acquisition Method Algorithm Sequence	
(0022,1436)	SQ	Ophthalmic Thickness Map Type Code Sequence	
(0022,1443)	SQ	Ophthalmic Thickness Mapping Normals Sequence	
(0022,1445)	SQ	Retinal Thickness Definition Code Sequence	
(0022,1450)	SQ	Pixel Value Mapping to Coded Concept Sequence	
(0022,1452)	US or SS	Mapped Pixel Value	
(0022,1454)	LO	Pixel Value Mapping Explanation	
(0022,1458)	SQ	Ophthalmic Thickness Map Quality Threshold Sequence	
(0022,1460)	FL	Ophthalmic Thickness Map Threshold Quality Rating	
(0022,1463)	FL	Anatomic Structure Reference Point	
(0022,1465)	SQ	Registration to Localizer Sequence	
(0022,1466)	CS	Registered Localizer Units	
(0022,1467)	FL	Registered Localizer Top Left Hand Corner	
(0022,1468)	FL	Registered Localizer Bottom Right Hand Corner	
(0022,1470)	SQ	Ophthalmic Thickness Map Quality Rating Sequence	
(0022,1472)	SQ	Relevant OPT Attributes Sequence	
(0022,1512)	SQ	Transformation Method Code Sequence	
(0022,1513)	SQ	Transformation Algorithm Sequence	
(0022,1515)	CS	Ophthalmic Axial Length Method	
(0022,1517)	FL	Ophthalmic FOV	
(0022,1518)	SQ	Two Dimensional to Three Dimensional Map Sequence	
(0022,1525)	SQ	Wide Field Ophthalmic Photography Quality Rating Sequence	
(0022,1526)	SQ	Wide Field Ophthalmic Photography Quality Threshold Sequence	
(0022,1527)	FL	Wide Field Ophthalmic Photography Threshold Quality Rating	
(0022,1528)	FL	X Coordinates Center Pixel View Angle	
(0022,1529)	FL	Y Coordinates Center Pixel View Angle	
(0022,1530)	UL	Number of Map Points	
(0022,1531)	OF	Two Dimensional to Three Dimensional Map Data	
(0024,0010)	FL	Visual Field Horizontal Extent	
(0024,0011)	FL	Visual Field Vertical Extent	
(0024,0012)	CS	Visual Field Shape	
(0024,0016)	SQ	Screening Test Mode Code Sequence	
(0024,0018)	FL	Maximum Stimulus Luminance	
(0024,0020)	FL	Background Luminance	
(0024,0021)	SQ	Stimulus Color Code Sequence	
(0024,0024)	SQ	Background Illumination Color Code Sequence	
(0024,0025)	FL	Stimulus Area	
(0024,0028)	FL	Stimulus Presentation Time	
(0024,0032)	SQ	Fixation Sequence	
(0024,0033)	SQ	Fixation Monitoring Code Sequence	
(0024,0034)	SQ	Visual Field Catch Trial Sequence	
(0024,0035)	US	Fixation Checked Quantity	
(0024,0036)	US	Patient Not Properly Fixated Quantity	
(0024,0037)	CS	Presented Visual Stimuli Data Flag	
(0024,0038)	US	Number of Visual Stimuli	
(0024,0039)	CS	Excessive Fixation Losses Data Flag	
(0024,0040)	CS	Excessive Fixation Losses	
(0024,0042)	US	Stimuli Retesting Quantity	
(0024,0044)	LT	Comments on Patient's Performance of Visual Field	
(0024,0045)	CS	False Negatives Estimate Flag	
(0024,0046)	FL	False Negatives Estimate	
(0024,0048)	US	Negative Catch Trials Quantity	
(0024,0050)	US	False Negatives Quantity	
(0024,0051)	CS	Excessive False Negatives Data Flag	
(0024,0052)	CS	Excessive False Negatives	
(0024,0053)	CS	False Positives Estimate Flag	
(0024,0054)	FL	False Positives Estimate	
(0024,0055)	CS	Catch Trials Data Flag	
(0024,0056)	US	Positive Catch Trials Quantity	
(0024,0057)	CS	Test Point Normals Data Flag	
(0024,0058)	SQ	Test Point Normals Sequence	
(0024,0059)	CS	Global Deviation Probability Normals Flag	
(0024,0060)	US	False Positives Quantity	
(0024,0061)	CS	Excessive False Positives Data Flag	
(0024,0062)	CS	Excessive False Positives	
(0024,0063)	CS	Visual Field Test Normals Flag	
(0024,0064)	SQ	Results Normals Sequence	
(0024,0065)	SQ	Age Corrected Sensitivity Deviation Algorithm Sequence	
(0024,0066)	FL	Global Deviation From Normal	
(0024,0067)	SQ	Generalized Defect Sensitivity Deviation Algorithm Sequence	
(0024,0068)	FL	Localized Deviation From Normal	
(0024,0069)	LO	Patient Reliability Indicator	
(0024,0070)	FL	Visual Field Mean Sensitivity	
(0024,0071)	FL	Global Deviation Probability	
(0024,0072)	CS	Local Deviation Probability Normals Flag	
(0024,0073)	FL	Localized Deviation Probability	
(0024,0074)	CS	Short Term Fluctuation Calculated	
(0024,0075)	FL	Short Term Fluctuation	
(0024,0076)	CS	Short Term Fluctuation Probability Calculated	
(0024,0077)	FL	Short Term Fluctuation Probability	
(0024,0078)	CS	Corrected Localized Deviation From Normal Calculated	
(0024,0079)	FL	Corrected Localized Deviation From Normal	
(0024,0080)	CS	Corrected Localized Deviation From Normal Probability Calculated	
(0024,0081)	FL	Corrected Localized Deviation From Normal Probability	
(0024,0083)	SQ	Global Deviation Probability Sequence	
(0024,0085)	SQ	Localized Deviation Probability Sequence	
(0024,0086)	CS	Foveal Sensitivity Measured	
(0024,0087)	FL	Foveal Sensitivity	
(0024,0088)	FL	Visual Field Test Duration	
(0024,0089)	SQ	Visual Field Test Point Sequence	
(0024,0090)	FL	Visual Field Test Point X-Coordinate	
(0024,0091)	FL	Visual Field Test Point Y-Coordinate	
(0024,0092)	FL	Age Corrected Sensitivity Deviation Value	
(0024,0093)	CS	Stimulus Results	
(0024,0094)	FL	Sensitivity Value	
(0024,0095)	CS	Retest Stimulus Seen	
(0024,0096)	FL	Retest Sensitivity Value	
(0024,0097)	SQ	Visual Field Test Point Normals Sequence	
(0024,0098)	FL	Quantified Defect	
(0024,0100)	FL	Age Corrected Sensitivity Deviation Probability Value	
(0024,0102)	CS	Generalized Defect Corrected Sensitivity Deviation Flag	
(0024,0103)	FL	Generalized Defect Corrected Sensitivity Deviation Value	
(0024,0104)	FL	Generalized Defect Corrected Sensitivity Deviation Probability Value	
(0024,0105)	FL	Minimum Sensitivity Value	
(0024,0106)	CS	Blind Spot Localized	
(0024,0107)	FL	Blind Spot X-Coordinate	
(0024,0108)	FL	Blind Spot Y-Coordinate	
(0024,0110)	SQ	Visual Acuity Measurement Sequence	
(0024,0112)	SQ	Refractive Parameters Used on Patient Sequence	
(0024,0113)	CS	Measurement Laterality	
(0024,0114)	SQ	Ophthalmic Patient Clinical Information Left Eye Sequence	
(0024,0115)	SQ	Ophthalmic Patient Clinical Information Right Eye Sequence	
(0024,0117)	CS	Foveal Point Normative Data Flag	
(0024,0118)	FL	Foveal Point Probability Value	
(0024,0120)	CS	Screening Baseline Measured	
(0024,0122)	SQ	Screening Baseline Measured Sequence	
(0024,0124)	CS	Screening Baseline Type	
(0024,0126)	FL	Screening Baseline Value	
(0024,0202)	LO	Algorithm Source	
(0024,0306)	LO	Data Set Name	
(0024,0307)	LO	Data Set Version	
(0024,0308)	LO	Data Set Source	
(0024,0309)	LO	Data Set Description	
(0024,0317)	SQ	Visual Field Test Reliability Global Index Sequence	
(0024,0320)	SQ	Visual Field Global Results Index Sequence	
(0024,0325)	SQ	Data Observation Sequence	
(0024,0338)	CS	Index Normals Flag	
(0024,0341)	FL	Index Probability	
(0024,0344)	SQ	Index Probability Sequence	
(0028,0002)	US	Samples per Pixel	
(0028,0003)	US	Samples per Pixel Used	
(0028,0004)	CS	Photometric Interpretation	
(0028,0005)	US	Image Dimensions	Retired
(0028,0006)	US	Planar Configuration	
(0028,0008)	IS	Number of Frames	
(0028,0009)	AT	Frame Increment Pointer	
(0028,000A)	AT	Frame Dimension Pointer	
(0028,0010)	US	Rows	
(0028,0011)	US	Columns	
(0028,0012)	US	Planes	Retired
(0028,0014)	US	Ultrasound Color Data Present	
(0028,0020)			Retired
(0028,0030)	DS	Pixel Spacing	
(0028,0031)	DS	Zoom Factor	
(0028,0032)	DS	Zoom Center	
(0028,0034)	IS	Pixel Aspect Ratio	
(0028,0040)	CS	Image Format	Retired
(0028,0050)	LO	Manipulated Image	Retired
(0028,0051)	CS	Corrected Image	
(0028,005F)	LO	Compression Recognition Code	Retired
(0028,0060)	CS	Compression Code	Retired
(0028,0061)	SH	Compression Originator	Retired
(0028,0062)	LO	Compression Label	Retired
(0028,0063)	SH	Compression Description	Retired
(0028,0065)	CS	Compression Sequence	Retired
(0028,0066)	AT	Compression Step Pointers	Retired
(0028,0068)	US	Repeat Interval	Retired
(0028,0069)	US	Bits Grouped	Retired
(0028,0070)	US	Perimeter Table	Retired
(0028,0071)	US or SS	Perimeter Value	Retired
(0028,0080)	US	Predictor Rows	Retired
(0028,0081)	US	Predictor Columns	Retired
(0028,0082)	US	Predictor Constants	Retired
(0028,0090)	CS	Blocked Pixels	Retired
(0028,0091)	US	Block Rows	Retired
(0028,0092)	US	Block Columns	Retired
(0028,0093)	US	Row Overlap	Retired
(0028,0094)	US	Column Overlap	Retired
(0028,0100)	US	Bits Allocated	
(0028,0101)	US	Bits Stored	
(0028,0102)	US	High Bit	
(0028,0103)	US	Pixel Representation	
(0028,0104)	US or SS	Smallest Valid Pixel Value	Retired
(0028,0105)	US or SS	Largest Valid Pixel Value	Retired
(0028,0106)	US or SS	Smallest Image Pixel Value	
(0028,0107)	US or SS	Largest Image Pixel Value	
(0028,0108)	US or SS	Smallest Pixel Value in Series	
(0028,0109)	US or SS	Largest Pixel Value in Series	
(0028,0110)	US or SS	Smallest Image Pixel Value in Plane	Retired
(0028,0111)	US or SS	Largest Image Pixel Value in Plane	Retired
(0028,0120)	US or SS	Pixel Padding Value	
(0028,0121)	US or SS	Pixel Padding Range Limit	
(0028,0122)	FL	Float Pixel Padding Value	
(0028,0123)	FD	Double Float Pixel Padding Value	
(0028,0124)	FL	Float Pixel Padding Range Limit	
(0028,0125)	FD	Double Float Pixel Padding Range Limit	
(0028,0200)	US	Image Location	Retired
(0028,0300)	CS	Quality Control Image	
(0028,0301)	CS	Burned In Annotation	
(0028,0302)	CS	Recognizable Visual Features	
(0028,0303)	CS	Longitudinal Temporal Information Modified	
(0028,0304)	UI	Referenced Color Palette Instance UID	
(0028,0400)	LO	Transform Label	Retired
(0028,0401)	LO	Transform Version Number	Retired
(0028,0402)	US	Number of Transform Steps	Retired
(0028,0403)	LO	Sequence of Compressed Data	Retired
(0028,0404)	AT	Details of Coefficients	Retired
(0028,04x0)	US	Rows For Nth Order Coefficients	Retired
(0028,04x1)	US	Columns For Nth Order Coefficients	Retired
(0028,04x2)	LO	Coefficient Coding	Retired
(0028,04x3)	AT	Coefficient Coding Pointers	Retired
(0028,0700)	LO	DCT Label	Retired
(0028,0701)	CS	Data Block Description	Retired
(0028,0702)	AT	Data Block	Retired
(0028,0710)	US	Normalization Factor Format	Retired
(0028,0720)	US	Zonal Map Number Format	Retired
(0028,0721)	AT	Zonal Map Location	Retired
(0028,0722)	US	Zonal Map Format	Retired
(0028,0730)	US	Adaptive Map Format	Retired
(0028,0740)	US	Code Number Format	Retired
(0028,08x0)	CS	Code Label	Retired
(0028,08x2)	US	Number of Tables	Retired
(0028,08x3)	AT	Code Table Location	Retired
(0028,08x4)	US	Bits For Code Word	Retired
(0028,08x8)	AT	Image Data Location	Retired
(0028,0A02)	CS	Pixel Spacing Calibration Type	
(0028,0A04)	LO	Pixel Spacing Calibration Description	
(0028,1040)	CS	Pixel Intensity Relationship	
(0028,1041)	SS	Pixel Intensity Relationship Sign	
(0028,1050)	DS	Window Center	
(0028,1051)	DS	Window Width	
(0028,1052)	DS	Rescale Intercept	
(0028,1053)	DS	Rescale Slope	
(0028,1054)	LO	Rescale Type	
(0028,1055)	LO	Window Center & Width Explanation	
(0028,1056)	CS	VOI LUT Function	
(0028,1080)	CS	Gray Scale	Retired
(0028,1090)	CS	Recommended Viewing Mode	
(0028,1100)	US or SS	Gray Lookup Table Descriptor	Retired
(0028,1101)	US or SS	Red Palette Color Lookup Table Descriptor	
(0028,1102)	US or SS	Green Palette Color Lookup Table Descriptor	
(0028,1103)	US or SS	Blue Palette Color Lookup Table Descriptor	
(0028,1104)	US	Alpha Palette Color Lookup Table Descriptor	
(0028,1111)	US or SS	Large Red Palette Color Lookup Table Descriptor	Retired
(0028,1112)	US or SS	Large Green Palette Color Lookup Table Descriptor	Retired
(0028,1113)	US or SS	Large Blue Palette Color Lookup Table Descriptor	Retired
(0028,1199)	UI	Palette Color Lookup Table UID	
(0028,1200)	US or SS or OW	Gray Lookup Table Data	Retired
(0028,1201)	OW	Red Palette Color Lookup Table Data	
(0028,1202)	OW	Green Palette Color Lookup Table Data	
(0028,1203)	OW	Blue Palette Color Lookup Table Data	
(0028,1204)	OW	Alpha Palette Color Lookup Table Data	
(0028,1211)	OW	Large Red Palette Color Lookup Table Data	Retired
